buoy_id,time,latitude,longitude,station_id,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02,PeakPeriod,qcflag
,UTC,degrees_north,degrees_east,,degrees_true,degrees_true,m,s,s,s,s,
5,2017-07-24T23:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,260.2,34.4,0.92,6.557356,5.9,5.479,7.14,0
5,2017-07-25T00:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,265.8,43.3,0.89,6.509897,5.81,5.405,7.14,0
5,2017-07-25T00:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,278.4,40.0,0.91,6.679331,5.98,5.556,7.69,0
5,2017-07-25T01:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,36.3,0.81,6.511157,5.79,5.405,8.33,0
5,2017-07-25T01:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,267.2,44.5,0.82,6.600833,5.88,5.479,7.14,0
5,2017-07-25T02:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,288.3,34.4,0.86,6.620763,5.9,5.479,8.33,0
5,2017-07-25T02:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,279.8,40.4,0.82,6.791421,6.05,5.634,7.69,0
5,2017-07-25T03:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,271.4,38.3,0.81,6.872406,6.11,5.634,7.69,0
5,2017-07-25T03:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,35.5,0.83,6.973328,6.19,5.714,8.33,0
5,2017-07-25T04:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,43.1,0.79,6.86375,6.08,5.634,8.33,0
5,2017-07-25T04:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,285.5,31.2,0.8,7.124066,6.32,5.797,8.33,0
5,2017-07-25T05:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,291.1,33.8,0.89,7.22,6.48,5.97,8.33,0
5,2017-07-25T05:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,279.8,37.7,0.85,7.161391,6.4,5.882,8.33,0
5,2017-07-25T06:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,270.0,35.4,0.89,7.290965,6.53,6.061,7.69,0
5,2017-07-25T06:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,295.3,42.1,0.83,7.212457,6.43,5.882,8.33,0
5,2017-07-25T07:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,275.6,34.2,0.88,7.319696,6.58,6.061,7.69,0
5,2017-07-25T07:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,36.4,0.85,6.988378,6.29,5.797,8.33,0
5,2017-07-25T08:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,286.9,36.6,0.83,7.0756,6.25,5.714,8.33,0
5,2017-07-25T09:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,34.4,0.84,7.013178,6.23,5.714,7.69,0
5,2017-07-25T10:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,272.8,44.0,0.85,7.067042,6.39,5.882,7.69,0
5,2017-07-25T10:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,268.6,45.4,0.8,7.039383,6.32,5.882,8.33,0
5,2017-07-25T11:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,270.0,39.8,0.81,6.963203,6.37,5.97,7.14,0
5,2017-07-25T11:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,274.2,42.2,0.76,6.843456,6.25,5.882,7.69,0
5,2017-07-25T12:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,267.2,50.1,0.74,7.119141,6.4,5.97,7.69,0
5,2017-07-25T12:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,274.2,42.1,0.77,7.125827,6.47,6.061,7.14,0
5,2017-07-25T13:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,271.4,41.0,0.75,6.976203,6.32,5.882,7.69,0
5,2017-07-25T13:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,272.8,45.0,0.73,6.949663,6.23,5.797,7.69,0
5,2017-07-25T14:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,295.3,53.8,0.75,7.000703,6.26,5.797,8.33,0
5,2017-07-25T14:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,302.3,54.4,0.72,6.845182,6.04,5.556,8.33,0
5,2017-07-25T15:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,279.8,43.5,0.71,6.950512,6.06,5.556,7.69,0
5,2017-07-25T15:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,293.9,46.6,0.77,6.952053,6.04,5.479,8.33,0
5,2017-07-25T16:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,275.6,42.4,0.75,6.885683,5.93,5.405,7.69,0
5,2017-07-25T16:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,285.5,45.1,0.76,6.809281,5.7,5.195,7.69,0
5,2017-07-25T17:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,272.8,34.0,0.85,6.6649,5.51,4.878,7.69,0
5,2017-07-25T17:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,264.4,55.4,0.91,5.897922,4.62,4.124,8.33,0
5,2017-07-25T18:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,271.4,48.1,0.98,5.755577,4.68,4.255,7.69,0
5,2017-07-25T18:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,257.3,45.9,1.03,5.669442,4.66,4.255,7.69,0
5,2017-07-25T19:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,255.9,27.6,1.11,5.961121,4.73,4.301,10.0,0
5,2017-07-25T19:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,267.2,28.0,1.19,5.97547,4.79,4.348,9.09,0
5,2017-07-25T20:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,274.2,31.4,1.21,5.963021,4.8,4.348,9.09,0
5,2017-07-25T20:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,258.8,28.9,1.28,6.166407,4.87,4.396,10.0,0
5,2017-07-25T21:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,258.8,25.9,1.27,6.134074,4.86,4.348,10.0,0
5,2017-07-25T21:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,265.8,36.0,1.26,5.785476,4.62,4.167,9.09,0
5,2017-07-25T22:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,264.4,25.7,1.35,6.272,5.0,4.494,9.09,0
5,2017-07-25T22:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,257.3,29.3,1.25,5.91188,4.68,4.211,9.09,0
5,2017-07-25T23:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,270.0,29.5,1.35,6.187823,4.96,4.444,8.33,0
5,2017-07-25T23:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,263.0,26.2,1.32,6.170752,4.92,4.396,9.09,0
5,2017-07-26T00:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,263.0,35.9,1.45,6.138513,4.91,4.396,9.09,0
5,2017-07-26T00:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,261.6,33.9,1.46,6.088909,4.95,4.444,9.09,0
5,2017-07-26T01:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,264.4,34.7,1.61,5.891653,4.84,4.444,10.0,0
5,2017-07-26T01:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,206.7,20.8,1.6,5.605389,4.75,4.396,4.76,0
5,2017-07-26T02:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,216.6,25.7,1.66,5.837429,4.94,4.545,5.26,0
5,2017-07-26T02:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,223.6,24.2,1.81,5.686235,4.94,4.598,5.88,0
5,2017-07-26T03:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,225.0,20.1,1.97,6.01177,5.31,4.938,6.25,0
5,2017-07-26T03:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,233.4,25.9,2.02,6.161657,5.31,4.878,6.67,0
5,2017-07-26T04:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,226.4,26.7,2.08,5.956378,5.19,4.819,6.25,0
5,2017-07-26T04:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,232.0,22.6,2.33,6.191056,5.49,5.128,6.67,0
5,2017-07-26T05:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,236.3,30.7,2.18,6.191056,5.49,5.063,6.67,0
5,2017-07-26T05:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,226.4,29.7,2.3,6.169836,5.49,5.128,6.67,0
5,2017-07-26T06:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,236.3,23.4,2.5,6.518647,5.84,5.405,7.69,0
5,2017-07-26T06:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,239.1,28.3,2.85,6.61298,6.04,5.634,7.69,0
5,2017-07-26T07:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,232.0,31.4,2.79,6.786705,6.13,5.714,7.14,0
5,2017-07-26T07:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,236.3,32.1,3.0,6.825525,6.19,5.797,7.69,0
5,2017-07-26T08:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,246.1,24.7,3.02,6.926332,6.27,5.882,8.33,0
5,2017-07-26T08:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,241.9,22.5,3.27,7.206677,6.53,6.061,8.33,0
5,2017-07-26T09:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,247.5,26.9,3.55,7.335329,6.68,6.25,8.33,0
5,2017-07-26T09:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,248.9,24.3,3.53,7.395193,6.74,6.349,9.09,0
5,2017-07-26T10:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,246.1,25.6,3.53,7.499172,6.76,6.349,9.09,0
5,2017-07-26T10:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,250.3,21.0,3.76,7.677601,6.96,6.557,9.09,0
5,2017-07-26T11:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,260.2,28.8,3.75,7.73745,7.02,6.557,9.09,0
5,2017-07-26T11:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,251.7,27.2,3.85,7.801729,7.0,6.557,10.0,0
6,2017-07-23T15:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.483516,20.879121,0.35,3.94,2.8,2.46,8.33,0
6,2017-07-23T15:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,252.835165,23.032967,0.34,4.11,3.01,2.64,8.33,0
6,2017-07-23T16:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,256.43956,15.67033,0.34,3.85,3.0,2.67,3.23,0
6,2017-07-23T16:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.67033,27.56044,0.33,4.2,3.21,2.79,7.69,0
6,2017-07-23T17:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,252.131868,27.978022,0.35,4.28,3.35,2.91,8.0,0
6,2017-07-23T17:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,250.637363,30.197802,0.32,4.44,3.46,3.0,8.33,0
6,2017-07-23T18:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,254.593407,31.89011,0.31,4.65,3.69,3.22,8.0,0
6,2017-07-23T18:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.681319,31.472527,0.28,4.82,3.88,3.45,8.33,0
6,2017-07-23T19:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,249.494505,34.43956,0.28,4.66,3.95,3.66,7.69,0
6,2017-07-23T19:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,238.593407,28.879121,0.3,4.51,3.81,3.54,8.0,0
6,2017-07-23T20:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.593407,28.373626,0.31,4.4,3.75,3.48,8.0,0
6,2017-07-23T20:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.593407,26.087912,0.29,4.41,3.72,3.43,8.0,0
6,2017-07-23T21:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,248.879121,20.747253,0.29,4.29,3.6,3.3,7.69,0
6,2017-07-23T21:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,254.241758,22.373626,0.28,4.26,3.57,3.26,4.26,0
6,2017-07-23T22:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,249.230769,16.945055,0.28,4.11,3.43,3.14,4.0,0
6,2017-07-23T22:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,254.681319,15.824176,0.28,3.95,3.23,2.93,7.41,0
6,2017-07-23T23:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.362637,14.285714,0.28,3.91,3.17,2.87,7.69,0
6,2017-07-23T23:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.098901,14.747253,0.26,3.97,3.2,2.89,7.41,0
6,2017-07-24T00:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.67033,21.054945,0.22,4.06,3.15,2.8,7.41,0
6,2017-07-24T00:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,251.78022,16.879121,0.21,4.26,3.27,2.89,7.69,0
6,2017-07-24T01:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.549451,13.142857,0.23,4.49,3.54,3.14,7.69,0
6,2017-07-24T01:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,252.835165,17.824176,0.24,4.22,3.34,3.0,7.41,0
6,2017-07-24T02:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,248.087912,18.395604,0.22,4.42,3.5,3.13,7.41,0
6,2017-07-24T02:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.824176,21.120879,0.2,4.86,3.92,3.46,7.69,0
6,2017-07-24T03:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,239.120879,21.912088,0.2,4.97,4.09,3.64,7.69,0
6,2017-07-24T03:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.813187,30.571429,0.18,4.78,3.77,3.31,7.69,0
6,2017-07-24T04:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.10989,23.802198,0.19,4.84,3.85,3.38,7.69,0
6,2017-07-24T04:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.142857,23.89011,0.18,5.03,4.07,3.6,8.0,0
6,2017-07-24T05:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.043956,22.395604,0.19,5.6,4.73,4.21,8.0,0
6,2017-07-24T06:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,243.340659,24.637363,0.2,5.68,4.74,4.18,7.41,0
6,2017-07-24T06:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.186813,26.923077,0.23,5.84,4.9,4.27,7.69,0
6,2017-07-24T07:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.21978,33.516484,0.24,5.88,5.06,4.49,7.69,0
6,2017-07-24T07:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.461538,24.461538,0.25,5.78,5.1,4.62,6.45,0
6,2017-07-24T08:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,251.692308,30.681319,0.26,5.94,5.33,4.87,7.41,0
6,2017-07-24T08:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,253.626374,24.989011,0.25,5.48,4.76,4.23,6.67,0
6,2017-07-24T09:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,259.956044,22.857143,0.29,5.21,4.64,4.29,6.45,0
6,2017-07-24T09:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,255.56044,17.384615,0.29,4.96,4.34,4.01,6.06,0
6,2017-07-24T10:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,254.32967,16.43956,0.31,4.82,4.18,3.85,6.45,0
6,2017-07-24T10:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.659341,18.527473,0.31,4.35,3.48,3.03,6.9,0
6,2017-07-24T11:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.32967,19.010989,0.32,4.11,3.05,2.61,6.9,0
6,2017-07-24T11:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,243.956044,20.505495,0.32,3.79,2.74,2.38,7.14,0
6,2017-07-24T12:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.582418,17.362637,0.38,3.41,2.61,2.35,6.45,0
6,2017-07-24T12:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.208791,11.802198,0.49,3.34,2.76,2.54,2.99,0
6,2017-07-24T13:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.384615,13.538462,0.51,3.32,2.83,2.63,2.99,0
6,2017-07-24T13:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,249.494505,11.89011,0.57,3.4,2.94,2.75,3.45,0
6,2017-07-24T14:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,250.197802,11.956044,0.59,3.34,2.9,2.71,3.39,0
6,2017-07-24T14:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.32967,14.373626,0.57,3.41,2.95,2.76,3.7,0
6,2017-07-24T15:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.901099,21.494505,0.55,3.59,3.12,2.91,3.77,0
6,2017-07-24T15:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.032967,15.142857,0.47,3.77,3.22,2.98,3.57,0
6,2017-07-24T16:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,239.384615,15.912088,0.43,3.69,3.07,2.83,4.0,0
6,2017-07-24T16:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,240.879121,18.725275,0.43,3.54,2.96,2.74,2.9,0
6,2017-07-24T17:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,240.703297,19.076923,0.4,3.72,3.15,2.93,3.64,0
6,2017-07-24T17:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.241758,11.274725,0.36,3.85,3.23,2.99,3.51,0
6,2017-07-24T18:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,239.296703,18.131868,0.36,3.99,3.24,2.95,3.64,0
6,2017-07-24T18:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,240.263736,23.758242,0.38,4.23,3.33,2.98,6.06,0
6,2017-07-24T19:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,250.021978,24.901099,0.44,4.12,3.31,2.99,6.45,0
6,2017-07-24T19:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,233.758242,23.626374,0.47,4.08,3.25,2.93,6.25,0
6,2017-07-24T20:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.923077,17.802198,0.46,4.1,3.28,2.96,6.25,0
6,2017-07-24T20:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,248.0,18.32967,0.46,4.17,3.35,3.02,6.45,0
6,2017-07-24T21:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.10989,19.362637,0.43,4.08,3.23,2.91,8.0,0
6,2017-07-24T21:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,248.175824,15.450549,0.42,4.24,3.32,2.95,7.14,0
6,2017-07-24T22:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,243.956044,19.450549,0.41,4.4,3.38,2.96,5.88,0
6,2017-07-24T22:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,234.637363,17.230769,0.41,4.3,3.33,2.92,5.88,0
6,2017-07-24T23:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.065934,15.714286,0.4,4.3,3.29,2.87,5.56,0
6,2017-07-24T23:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.824176,14.901099,0.36,4.12,3.1,2.72,7.69,0
6,2017-07-25T00:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,253.274725,14.417582,0.37,4.26,3.21,2.8,6.9,0
6,2017-07-25T00:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,253.362637,9.824176,0.38,4.24,3.21,2.79,5.13,0
6,2017-07-25T01:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,253.626374,13.978022,0.34,4.3,3.2,2.76,5.13,0
6,2017-07-25T01:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,252.395604,15.516484,0.31,4.18,3.06,2.66,7.14,0
6,2017-07-25T02:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.725275,19.274725,0.27,4.47,3.24,2.78,7.14,0
6,2017-07-25T02:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.208791,19.450549,0.25,4.7,3.49,2.98,7.14,0
6,2017-07-25T03:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,251.956044,23.67033,0.22,4.92,3.7,3.15,7.41,0
6,2017-07-25T03:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.67033,22.43956,0.23,5.47,4.38,3.77,7.69,0
6,2017-07-25T04:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,250.901099,18.835165,0.23,5.31,4.33,3.75,6.67,0
6,2017-07-25T04:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.747253,17.186813,0.25,4.96,3.65,3.05,6.9,0
6,2017-07-25T05:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,249.934066,21.582418,0.24,4.81,3.31,2.75,7.69,0
6,2017-07-25T05:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.296703,29.714286,0.28,4.93,3.14,2.55,7.69,0
6,2017-07-25T06:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.659341,34.703297,0.3,4.22,2.61,2.2,8.0,0
6,2017-07-25T06:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,249.758242,23.758242,0.34,4.86,2.99,2.43,7.69,0
6,2017-07-25T07:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.208791,21.626374,0.35,5.14,3.29,2.64,7.41,0
6,2017-07-25T07:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.505495,24.373626,0.35,5.29,3.55,2.83,6.9,0
6,2017-07-25T08:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,243.78022,20.857143,0.29,5.42,3.63,2.86,7.69,0
6,2017-07-25T08:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.945055,25.164835,0.28,5.76,4.09,3.17,7.14,0
6,2017-07-25T09:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.538462,18.769231,0.28,5.94,4.54,3.54,7.14,0
6,2017-07-25T09:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,241.758242,23.054945,0.26,5.88,4.16,3.13,7.69,0
6,2017-07-25T10:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.89011,24.703297,0.23,6.03,4.56,3.49,7.41,0
6,2017-07-25T10:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,250.637363,18.483516,0.22,5.92,5.23,4.57,6.25,0
6,2017-07-25T11:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.769231,14.285714,0.19,6.08,5.45,4.97,7.14,0
6,2017-07-25T11:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,250.813187,12.483516,0.18,5.92,5.16,4.61,6.9,0
6,2017-07-25T12:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.769231,19.978022,0.17,5.69,4.87,4.35,7.14,0
6,2017-07-25T12:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,237.098901,16.417582,0.17,5.63,4.94,4.53,7.41,0
6,2017-07-25T13:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,236.659341,20.0,0.16,5.62,4.89,4.49,7.41,0
6,2017-07-25T13:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.186813,18.175824,0.17,5.73,4.96,4.54,7.69,0
6,2017-07-25T14:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,250.285714,10.703297,0.19,6.1,5.41,4.94,6.9,0
6,2017-07-25T14:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.681319,13.208791,0.21,6.16,5.51,5.06,6.9,0
6,2017-07-25T15:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.659341,17.824176,0.17,5.85,5.09,4.59,5.13,0
6,2017-07-25T15:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.835165,22.10989,0.17,5.86,4.64,3.79,8.0,0
6,2017-07-25T16:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,240.351648,18.43956,0.19,5.67,4.21,3.35,7.69,0
6,2017-07-25T16:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,236.835165,21.802198,0.2,5.74,4.21,3.37,8.0,0
6,2017-07-25T17:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,234.725275,17.120879,0.2,5.7,4.49,3.77,7.69,0
6,2017-07-25T17:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,246.857143,24.131868,0.2,5.84,4.62,3.92,8.0,0
6,2017-07-25T18:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,244.747253,27.098901,0.2,6.18,5.02,4.32,8.0,0
6,2017-07-25T18:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,247.912088,27.428571,0.2,6.31,5.24,4.53,7.14,0
6,2017-07-25T19:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,249.406593,23.736264,0.2,6.26,4.97,4.15,6.9,0
6,2017-07-25T19:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,245.538462,22.10989,0.27,4.9,3.21,2.68,7.69,0
6,2017-07-25T20:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,242.10989,25.67033,0.32,4.2,2.9,2.55,8.0,0
6,2017-07-25T20:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,227.340659,16.483516,0.39,3.78,2.76,2.5,2.53,0
6,2017-07-25T21:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,224.087912,16.395604,0.47,3.65,2.86,2.64,2.74,0
6,2017-07-25T21:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,228.21978,17.692308,0.54,3.68,3.01,2.79,3.03,0
6,2017-07-25T22:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,238.065934,20.901099,0.57,3.77,3.11,2.87,3.28,0
6,2017-07-25T22:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,224.791209,17.846154,0.61,3.49,2.96,2.77,3.13,0
6,2017-07-25T23:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,225.934066,16.725275,0.7,3.4,2.95,2.77,3.17,0
6,2017-07-25T23:30:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,217.494505,16.461538,0.8,3.45,3.01,2.83,3.33,0
6,2017-07-26T00:00:00Z,53.2308,-9.260933,Galway Bay Wave Buoy,213.978022,16.505495,0.8,3.47,3.04,2.85,3.45,0
